Cubic Polynomial_0_0,x + x*log(4),tensor(0.2386),-9.179363244637667
Cubic Polynomial_88_112,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_88_113,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_88_114,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_88_115,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_88_116,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_88_117,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_88_118,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_88_119,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_88_120,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_88_121,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_88_122,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_88_123,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_88_124,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_88_125,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e76551fa0>>
Cubic Polynomial_88_126,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_88_127,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_89_0,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_89_1,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_89_2,x - 4,tensor(0.4073),-1.116919416691331
Cubic Polynomial_89_3,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_89_4,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_89_5,x - 2,tensor(0.2998),-4.455010279059404
Cubic Polynomial_89_6,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_89_7,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_89_8,x - 9,tensor(0.4094),-1.0802415868972934
Cubic Polynomial_89_9,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_89_10,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_89_11,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f0c1256d0>>
Cubic Polynomial_89_12,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_89_13,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_89_14,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac2abf10>>
Cubic Polynomial_89_15,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_89_16,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_89_17,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_89_18,x - 1,tensor(0.2632),-6.836217081054252
Cubic Polynomial_89_19,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_89_20,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_89_21,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_89_22,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_89_23,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_89_24,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_89_25,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_89_26,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_89_27,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_89_28,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_89_29,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_89_30,x - 8,tensor(0.4838),-0.13802865844168455
Cubic Polynomial_89_31,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_89_32,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_89_33,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_89_34,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_89_35,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_89_36,x - 5,tensor(0.4815),-0.16003535631810695
Cubic Polynomial_89_37,x - 4,tensor(0.4073),-1.116919416691331
Cubic Polynomial_89_38,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_89_39,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_89_40,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_89_41,x - 5,tensor(0.4815),-0.16003535631810695
Cubic Polynomial_89_42,x - 5,tensor(0.4815),-0.16003535631810695
Cubic Polynomial_89_43,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_89_44,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_89_45,x - 5,tensor(0.4815),-0.16003535631810695
Cubic Polynomial_89_46,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_89_47,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_89_48,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_89_49,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_89_50,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_89_51,x - 5,tensor(0.4815),-0.16003535631810695
Cubic Polynomial_89_52,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_89_53,x - 8,tensor(0.4838),-0.13802865844168455
Cubic Polynomial_89_54,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_89_55,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_89_56,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_89_57,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_89_58,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_89_59,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_89_60,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_89_61,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_89_62,x - 8,tensor(0.4838),-0.13802865844168455
Cubic Polynomial_89_63,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_89_64,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_89_65,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_89_66,x - 5,tensor(0.4815),-0.16003535631810695
Cubic Polynomial_89_67,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_89_68,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_89_69,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_89_70,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_89_71,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_89_72,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_89_73,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_89_74,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_89_75,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_89_76,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_89_77,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_89_78,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_89_79,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_89_80,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_89_81,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac569280>>
Cubic Polynomial_89_82,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_89_83,x - 8,tensor(0.4838),-0.13802865844168455
Cubic Polynomial_89_84,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_89_85,x - 8,tensor(0.4838),-0.13802865844168455
Cubic Polynomial_89_86,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_89_87,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_89_88,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_89_89,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_89_90,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_89_91,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_89_92,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_89_93,x - 5,tensor(0.4815),-0.16003535631810695
Cubic Polynomial_89_94,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69066130>>
Cubic Polynomial_89_95,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_89_96,x - 3,tensor(0.3468),-2.548577724271763
Cubic Polynomial_89_97,sin(x) - 4,tensor(0.4051),-1.15718556812608
Cubic Polynomial_89_98,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_89_99,x - 5,tensor(0.4815),-0.16003535631810695
Cubic Polynomial_89_100,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_89_101,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f0c1255e0>>
Cubic Polynomial_89_102,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_89_103,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6dd9b9a0>>
Cubic Polynomial_89_104,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_89_105,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_89_106,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_89_107,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eec03fc70>>
Cubic Polynomial_89_108,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_89_109,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_89_110,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_89_111,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_89_112,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_89_113,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_89_114,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_89_115,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_89_116,cos(x) - 5,tensor(0.3979),-1.2905004564400602
Cubic Polynomial_89_117,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_89_118,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_89_119,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_89_120,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_89_121,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_89_122,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_89_123,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_89_124,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_89_125,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_89_126,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_89_127,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_90_0,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_90_1,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_90_2,x - 5,tensor(0.4815),-0.16003535631810695
Cubic Polynomial_90_3,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_90_4,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_90_5,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_90_6,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f0c1c4fd0>>
Cubic Polynomial_90_7,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_90_8,sin(x) - 5,tensor(0.4775),-0.19726484472359873
Cubic Polynomial_90_9,x - 8,tensor(0.4838),-0.13802865844168455
Cubic Polynomial_90_10,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_90_11,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_90_12,x - 8,tensor(0.4838),-0.13802865844168455
Cubic Polynomial_90_13,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_90_14,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_90_15,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_90_16,x - 5,tensor(0.4815),-0.16003535631810695
Cubic Polynomial_90_17,x - 5,tensor(0.4815),-0.16003535631810695
Cubic Polynomial_90_18,x - 5,tensor(0.4815),-0.16003535631810695
Cubic Polynomial_90_19,x - 8,tensor(0.4838),-0.13802865844168455
Cubic Polynomial_90_20,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_90_21,x - 5,tensor(0.4815),-0.16003535631810695
Cubic Polynomial_90_22,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_90_23,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_90_24,cos(x) - 5,tensor(0.3979),-1.2905004564400602
Cubic Polynomial_90_25,x - 8,tensor(0.4838),-0.13802865844168455
Cubic Polynomial_90_26,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_90_27,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_90_28,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_90_29,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_90_30,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_90_31,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e76173820>>
Cubic Polynomial_90_32,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_90_33,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_90_34,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_90_35,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_90_36,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_90_37,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_90_38,x - 4,tensor(0.4073),-1.116919416691331
Cubic Polynomial_90_39,x - 5,tensor(0.4815),-0.16003535631810695
Cubic Polynomial_90_40,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac569bb0>>
Cubic Polynomial_90_41,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_90_42,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_90_43,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_90_44,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_90_45,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_90_46,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6dc7a6a0>>
Cubic Polynomial_90_47,x - 5,tensor(0.4815),-0.16003535631810695
Cubic Polynomial_90_48,asin(x) - 6,tensor(0.5595),0.380186480846602
Cubic Polynomial_90_49,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6dc7ae50>>
Cubic Polynomial_90_50,x - 8,tensor(0.4838),-0.13802865844168455
Cubic Polynomial_90_51,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_90_52,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e90078100>>
Cubic Polynomial_90_53,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_90_54,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_90_55,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_90_56,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_90_57,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6dd9bd00>>
Cubic Polynomial_90_58,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_90_59,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_90_60,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_90_61,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_90_62,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_90_63,x - 8,tensor(0.4838),-0.13802865844168455
Cubic Polynomial_90_64,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_90_65,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_90_66,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_90_67,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_90_68,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_90_69,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_90_70,x - 8,tensor(0.4838),-0.13802865844168455
Cubic Polynomial_90_71,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_90_72,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_90_73,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_90_74,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6dc7a670>>
Cubic Polynomial_90_75,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_90_76,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_90_77,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_90_78,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_90_79,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_90_80,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_90_81,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_90_82,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_90_83,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_90_84,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_90_85,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f0c125850>>
Cubic Polynomial_90_86,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_90_87,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_90_88,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_90_89,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_90_90,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_90_91,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_90_92,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_90_93,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e76228a00>>
Cubic Polynomial_90_94,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_90_95,x - 9,tensor(0.4094),-1.0802415868972934
Cubic Polynomial_90_96,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_90_97,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_90_98,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_90_99,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_90_100,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_90_101,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_90_102,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_90_103,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_90_104,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_90_105,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_90_106,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_90_107,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_90_108,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_90_109,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_90_110,x - 8,tensor(0.4838),-0.13802865844168455
Cubic Polynomial_90_111,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_90_112,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_90_113,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_90_114,x - 8,tensor(0.4838),-0.13802865844168455
Cubic Polynomial_90_115,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_90_116,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_90_117,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_90_118,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_90_119,x - 8,tensor(0.4838),-0.13802865844168455
Cubic Polynomial_90_120,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_90_121,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_90_122,x - 5,tensor(0.4815),-0.16003535631810695
Cubic Polynomial_90_123,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6dc7ac10>>
Cubic Polynomial_90_124,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_90_125,x + cos(x) - 5,tensor(0.4242),-0.8421828533471583
Cubic Polynomial_90_126,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_90_127,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_91_0,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e900782b0>>
Cubic Polynomial_91_1,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_91_2,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_91_3,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_91_4,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_91_5,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_91_6,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_91_7,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_91_8,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_91_9,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_91_10,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_91_11,x - 5,tensor(0.4815),-0.16003535631810695
Cubic Polynomial_91_12,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_91_13,sin(x) - 6,tensor(0.5423),0.2878816314716748
Cubic Polynomial_91_14,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_91_15,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_91_16,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_91_17,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_91_18,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_91_19,x - 5,tensor(0.4815),-0.16003535631810695
Cubic Polynomial_91_20,x - 8,tensor(0.4838),-0.13802865844168455
Cubic Polynomial_91_21,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_91_22,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_91_23,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_91_24,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_91_25,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_91_26,x - 5,tensor(0.4815),-0.16003535631810695
Cubic Polynomial_91_27,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_91_28,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_91_29,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_91_30,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_91_31,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_91_32,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_91_33,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_91_34,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_91_35,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_91_36,x - 5,tensor(0.4815),-0.16003535631810695
Cubic Polynomial_91_37,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_91_38,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_91_39,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_91_40,x - 8,tensor(0.4838),-0.13802865844168455
Cubic Polynomial_91_41,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_91_42,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e765510d0>>
Cubic Polynomial_91_43,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_91_44,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_91_45,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_91_46,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_91_47,cos(x) - 6,tensor(0.4594),-0.385217899182682
Cubic Polynomial_91_48,x - 8,tensor(0.4838),-0.13802865844168455
Cubic Polynomial_91_49,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_91_50,x - 8,tensor(0.4838),-0.13802865844168455
Cubic Polynomial_91_51,x - 8,tensor(0.4838),-0.13802865844168455
Cubic Polynomial_91_52,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_91_53,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_91_54,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_91_55,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_91_56,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_91_57,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_91_58,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_91_59,x - 9,tensor(0.4094),-1.0802415868972934
Cubic Polynomial_91_60,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_91_61,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_91_62,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_91_63,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_91_64,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_91_65,x - 8,tensor(0.4838),-0.13802865844168455
Cubic Polynomial_91_66,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_91_67,x - 8,tensor(0.4838),-0.13802865844168455
Cubic Polynomial_91_68,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_91_69,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_91_70,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_91_71,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_91_72,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_91_73,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_91_74,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_91_75,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_91_76,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_91_77,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_91_78,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_91_79,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_91_80,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_91_81,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_91_82,x - 8,tensor(0.4838),-0.13802865844168455
Cubic Polynomial_91_83,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_91_84,x - 5,tensor(0.4815),-0.16003535631810695
Cubic Polynomial_91_85,x - 5,tensor(0.4815),-0.16003535631810695
Cubic Polynomial_91_86,x - 8,tensor(0.4838),-0.13802865844168455
Cubic Polynomial_91_87,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_91_88,x - 6,tensor(0.5484),0.3220744568479088
